0, 1.88930309897, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0
0.004, 1.88930309897, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0
0.008, 1.88930309897, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.230097118183, 0.00306796157577, -0.00153398078789, -0.234699060547, 0.0, -0.00306796157577, -0.00306796157577
0.012, 1.88930309897, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.230097118183, -0.00306796157577, -0.00153398078789, -0.233165079759, -0.00153398078789, -0.00153398078789, -0.00153398078789
0.016, 1.88930309897, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.228563137395, -0.00153398078789, 0.00306796157577, -0.228563137395, 0.00306796157577, 0.00153398078789, 0.00153398078789
0.02, 1.88930309897, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.230097118183, 0.0, 0.00153398078789, -0.231631098971, 0.00153398078789, -0.00306796157577, 0.0
0.024, 1.88930309897, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.231631098971, -0.00306796157577, -0.00306796157577, -0.231631098971, 0.00153398078789, 0.0, 0.0
0.028, 1.88930309897, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.234699060547, 0.00153398078789, 0.00306796157577, -0.230097118183, 0.0, 0.0, -0.00153398078789
0.032, 1.88930309897, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.228563137395, -0.00153398078789, 0.00153398078789, -0.231631098971, -0.00306796157577, -0.00153398078789, 0.00153398078789
0.036, 1.88930309897, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.234699060547, 0.00306796157577, 0.0, -0.230097118183, 0.00306796157577, -0.00306796157577, -0.00153398078789
0.04, 1.88930309897, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.230097118183, 0.00306796157577, 0.00306796157577, -0.231631098971, 0.0, -0.00153398078789, 0.0
0.044, 1.88930309897, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.228563137395, 0.0, 0.00306796157577, -0.234699060547, -0.00153398078789, 0.00153398078789, -0.00306796157577
0.048, 1.88930309897, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.228563137395, -0.00153398078789, 0.0, -0.233165079759, -0.00306796157577, 0.00306796157577, -0.00306796157577
0.052, 1.88930309897, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.230097118183, -0.00153398078789, 0.00153398078789, -0.233165079759, 0.00306796157577, 0.00153398078789, 0.00153398078789
